20042019,187,AUTONORTE,acceso y separador,Sur,,06:00:00,25,156,24,52,83,46,4,1,6,
20042019,187,AUTONORTE,acceso y separador,Sur,,06:15:01,13,170,27,71,74,33,3,3,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,06:30:00,7,199,16,73,83,48,7,5,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,06:44:59,4,237,25,65,84,43,10,2,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,06:59:59,5,218,24,64,87,45,4,4,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,07:15:00,3,262,37,57,77,39,3,3,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,07:29:59,5,268,33,84,90,54,5,1,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,07:44:58,2,319,43,68,80,47,9,3,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,07:59:57,2,280,33,55,83,46,14,2,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,08:14:56,2,297,33,56,86,40,9,1,7,
20042019,187,AUTONORTE,acceso y separador,Sur,,08:29:56,3,336,32,60,72,45,14,2,5,
20042019,187,AUTONORTE,acceso y separador,Sur,,08:44:57,5,339,29,53,74,47,15,0,4,
20042019,187,AUTONORTE,acceso y separador,Sur,,08:59:56,2,358,26,76,67,51,18,3,3,
20042019,187,AUTONORTE,acceso y separador,Sur,,09:14:55,1,420,39,82,67,35,11,4,5,
20042019,187,AUTONORTE,acceso y separador,Sur,,09:29:54,3,464,36,52,68,52,10,10,6,
20042019,187,AUTONORTE,acceso y separador,Sur,,09:44:55,2,462,46,71,80,53,16,11,5,
20042019,187,AUTONORTE,acceso y separador,Sur,,09:59:54,3,490,53,70,70,50,15,6,6,
20042019,187,AUTONORTE,acceso y separador,Sur,,10:14:53,0,551,45,75,77,45,19,1,8,
20042019,187,AUTONORTE,acceso y separador,Sur,,10:29:52,1,606,36,81,77,41,16,2,8,
20042019,187,AUTONORTE,acceso y separador,Sur,,10:44:51,1,640,51,69,70,44,14,8,3,
20042019,187,AUTONORTE,acceso y separador,Sur,,10:59:51,5,610,46,111,74,47,16,8,5,
20042019,187,AUTONORTE,acceso y separador,Sur,,11:14:52,6,744,59,104,76,50,17,16,4,
20042019,187,AUTONORTE,acceso y separador,Sur,,11:29:51,3,741,42,93,59,46,7,7,5,
20042019,187,AUTONORTE,acceso y separador,Sur,,11:44:51,1,755,50,84,70,33,16,4,6,
20042019,187,AUTONORTE,acceso y separador,Sur,,11:59:50,1,752,49,101,74,55,24,10,10,
20042019,187,AUTONORTE,acceso y separador,Sur,,12:14:50,3,827,52,106,80,57,13,15,7,
20042019,187,AUTONORTE,acceso y separador,Sur,,12:29:49,3,809,41,108,64,56,22,11,11,
20042019,187,AUTONORTE,acceso y separador,Sur,,12:44:50,4,841,49,84,75,62,13,9,9,
20042019,187,AUTONORTE,acceso y separador,Sur,,12:59:49,9,863,32,93,71,44,19,14,4,
20042019,187,AUTONORTE,acceso y separador,Sur,,13:14:48,3,891,44,94,63,39,25,10,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,13:29:47,2,908,50,95,72,37,13,11,6,
20042019,187,AUTONORTE,acceso y separador,Sur,,13:44:48,0,935,44,113,66,34,22,7,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,13:59:46,4,826,39,98,66,28,16,8,3,
20042019,187,AUTONORTE,acceso y separador,Sur,,14:14:45,6,958,51,99,73,40,18,5,3,
20042019,187,AUTONORTE,acceso y separador,Sur,,14:29:44,2,781,75,66,64,17,15,3,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,14:44:45,1,645,58,70,53,18,7,3,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,14:59:44,10,487,24,67,23,19,1,9,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,15:14:43,5,572,37,96,36,12,0,15,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,15:29:42,12,869,66,83,64,17,5,16,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,15:44:43,8,937,74,86,53,19,3,15,1,
20042019,187,AUTONORTE,acceso y separador,Sur,,15:59:42,6,823,67,97,67,21,11,12,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,16:14:42,2,625,77,75,52,9,3,6,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,16:29:41,3,1051,73,133,63,27,15,7,2,
20042019,187,AUTONORTE,acceso y separador,Sur,,16:44:40,2,1014,54,131,76,27,17,6,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,16:59:41,19,1012,70,123,77,29,16,11,3,
20042019,187,AUTONORTE,acceso y separador,Sur,,17:14:40,4,1057,89,126,89,19,10,6,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,17:29:40,3,1073,76,100,80,21,19,5,0,
20042019,187,AUTONORTE,acceso y separador,Sur,,17:44:39,5,987,73,91,54,21,13,8,2,
