FECHA,Calle,Carrera,Descripcion,Origen,Destino,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
30/08/2018,100,11,cicloruta,Norte,Sur,06:15,7,57,7,6,0,0,5,27,0,
30/08/2018,100,11,cicloruta,Norte,Sur,06:30,1,70,9,3,0,1,5,68,0,
30/08/2018,100,11,cicloruta,Norte,Sur,06:45,0,24,3,1,0,0,0,25,0,
30/08/2018,100,11,cicloruta,Norte,Sur,07:00,0,8,0,0,0,0,0,1,0,
30/08/2018,100,11,cicloruta,Norte,Sur,07:15,1,22,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta,Norte,Sur,07:30,35,74,4,4,0,0,0,12,0,
30/08/2018,100,11,cicloruta,Norte,Sur,07:45,71,69,12,9,0,3,0,63,0,
30/08/2018,100,11,cicloruta,Norte,Sur,08:00,31,93,6,21,0,0,1,132,0,
30/08/2018,100,11,cicloruta,Norte,Sur,08:15,2,91,9,18,0,2,1,128,0,
30/08/2018,100,11,cicloruta,Norte,Sur,08:30,2,77,16,9,1,2,1,131,0,
30/08/2018,100,11,cicloruta,Norte,Sur,08:45,1,90,13,12,0,3,0,103,0,
30/08/2018,100,11,cicloruta,Norte,Sur,09:00,5,85,13,10,1,0,1,94,0,
30/08/2018,100,11,cicloruta,Norte,Sur,09:15,3,76,9,14,0,2,3,64,0,
30/08/2018,100,11,cicloruta,Norte,Sur,09:30,3,86,7,5,0,1,2,66,0,
30/08/2018,100,11,cicloruta,Norte,Sur,09:45,4,76,11,13,0,0,2,54,0,
30/08/2018,100,11,cicloruta,Norte,Sur,10:00,0,70,9,11,0,2,2,51,0,
30/08/2018,100,11,cicloruta,Norte,Sur,10:15,1,75,9,10,0,0,2,34,0,
30/08/2018,100,11,cicloruta,Norte,Sur,10:30,1,71,20,12,0,2,2,36,0,
30/08/2018,100,11,cicloruta,Norte,Sur,10:45,1,84,5,17,0,1,5,37,0,
30/08/2018,100,11,cicloruta,Norte,Sur,11:00,5,60,9,8,0,1,2,27,0,
30/08/2018,100,11,cicloruta,Norte,Sur,11:15,3,59,6,12,0,2,4,19,0,
30/08/2018,100,11,cicloruta,Norte,Sur,11:30,1,68,14,12,0,3,4,30,0,
30/08/2018,100,11,cicloruta,Norte,Sur,11:45,2,76,11,9,0,0,2,22,0,
30/08/2018,100,11,cicloruta,Norte,Sur,12:00,1,80,6,12,0,3,4,29,0,
30/08/2018,100,11,cicloruta,Norte,Sur,12:15,0,0,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta,Sur,Norte,06:15,0,0,0,0,0,0,0,15,0,
30/08/2018,100,11,cicloruta,Sur,Norte,06:30,0,0,0,0,0,0,0,13,0,
30/08/2018,100,11,cicloruta,Sur,Norte,06:45,0,0,0,0,0,0,0,6,0,
30/08/2018,100,11,cicloruta,Sur,Norte,07:00,0,0,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta,Sur,Norte,07:15,0,1,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta,Sur,Norte,07:30,9,0,0,1,0,0,0,0,0,
30/08/2018,100,11,cicloruta,Sur,Norte,07:45,17,1,0,0,0,0,0,5,0,
30/08/2018,100,11,cicloruta,Sur,Norte,08:00,8,1,0,0,0,0,0,14,0,
30/08/2018,100,11,cicloruta,Sur,Norte,08:15,0,0,0,0,0,0,0,11,0,
30/08/2018,100,11,cicloruta,Sur,Norte,08:30,0,0,0,0,0,0,0,22,0,
30/08/2018,100,11,cicloruta,Sur,Norte,08:45,0,0,0,0,0,0,0,13,0,
30/08/2018,100,11,cicloruta,Sur,Norte,09:00,0,0,0,0,0,0,0,11,0,
30/08/2018,100,11,cicloruta,Sur,Norte,09:15,1,1,0,0,0,0,0,15,0,
30/08/2018,100,11,cicloruta,Sur,Norte,09:30,1,0,0,0,0,0,0,11,0,
30/08/2018,100,11,cicloruta,Sur,Norte,09:45,1,0,0,0,0,0,0,13,0,
30/08/2018,100,11,cicloruta,Sur,Norte,10:00,0,1,0,0,0,0,0,16,0,
30/08/2018,100,11,cicloruta,Sur,Norte,10:15,1,0,0,0,0,0,0,7,0,
30/08/2018,100,11,cicloruta,Sur,Norte,10:30,0,1,0,0,0,0,0,24,0,
30/08/2018,100,11,cicloruta,Sur,Norte,10:45,0,0,0,0,0,0,0,15,0,
30/08/2018,100,11,cicloruta,Sur,Norte,11:00,1,0,0,4,0,0,0,22,0,
30/08/2018,100,11,cicloruta,Sur,Norte,11:15,0,0,0,0,0,0,0,13,0,
30/08/2018,100,11,cicloruta,Sur,Norte,11:30,0,0,0,0,0,0,0,20,0,
30/08/2018,100,11,cicloruta,Sur,Norte,11:45,0,0,0,0,0,0,0,20,0,
30/08/2018,100,11,cicloruta,Sur,Norte,12:00,0,0,0,0,0,0,0,26,0,
30/08/2018,100,11,cicloruta,Sur,Norte,12:15,0,0,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,06:15,9,124,21,17,1,0,8,32,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,06:30,6,145,24,26,1,2,13,72,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,06:45,2,104,24,9,1,0,2,27,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,07:00,3,96,14,2,0,0,1,7,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,07:15,4,129,12,12,0,0,0,14,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,07:30,15,205,26,63,0,2,1,27,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,07:45,14,195,38,85,0,3,2,82,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,08:00,11,191,39,68,0,5,4,162,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,08:15,6,212,40,78,0,2,5,145,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,08:30,13,163,40,64,1,2,1,131,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,08:45,13,194,48,65,0,3,7,91,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,09:00,13,193,41,50,2,1,1,92,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,09:15,9,175,32,53,0,6,4,77,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,09:30,8,184,31,43,0,4,1,73,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,09:45,10,179,28,48,0,1,4,54,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,10:00,1,187,37,43,1,2,6,52,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,10:15,9,187,50,39,0,4,6,39,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,10:30,6,168,42,41,0,3,2,34,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,10:45,10,178,39,43,1,5,7,33,1,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,11:00,7,151,34,33,3,2,5,35,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,11:15,4,152,33,45,0,4,7,26,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,11:30,3,145,43,41,1,5,8,29,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,11:45,9,146,41,36,1,7,3,23,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,12:00,9,172,26,44,0,4,6,25,0,
30/08/2018,100,11,cicloruta+calzada,Norte,Sur,12:15,0,0,0,0,0,0,0,0,0,
30/08/2018,100,11,cicloruta+calzada,Sur,Norte,06:15,7,69,9,22,0,2,5,23,0,
30/08/2018,100,11,cicloruta+calzada,Sur,Norte,06:30,4,76,13,32,3,2,2,15,0,
30/08/2018,100,11,cicloruta+calzada,Sur,Norte,06:45,0,35,4,8,1,1,2,7,0,
30/08/2018,100,11,cicloruta+calzada,Sur,Norte,07:00,9,28,0,2,0,0,0,0,0,
30/08/2018,100,11,cicloruta+calzada,Sur,Norte,07:15,9,72,0,48,0,1,0,1,0,
